#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-27T02:07:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-27T02:07:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/271/19/table3&-order=I&-out=Gaia&-out=RAJ2000&-out=DEJ2000&-out=SNR-G&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=FeH&-out=e_FeH&-out=a/Fe&-out=e_a/Fe&-out=GMag&-out=e_GMag&-out=LFlame&-out=e_LFlame&-out=KIC&-out=Prot&-out=e_Prot&-out=Sph&-out=e_Sph&-out=S-index&-out=e_S-index&-out=SNR&-out=logRHK&-out=e_logRHK&-out=Mass&-out=e_Mass&-out=Age&-out=e_Age&-out=DR7&DR7=DR7&-out=Simbad&Simbad=Simbad&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22710019
#Name: J/ApJS/271/19
#Title: FGK dwarfs from LAMOST DR7 and Gaia DR3 and Kepler (Ye+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	creator=Ye L.	    First author or institution
#INFO	cites=bibcode:2024ApJS..271...19Y	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/271/19	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22710019	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_271_19_table3:
#Name: J/ApJS/271/19/table3
#Title: Sample
#Column	Gaia	(I19)	Gaia DR3 identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-9.3/78] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SNR-G	(F6.2)	[50/748] Spectral S/N per pixel in SDSS g-band	[ucd=stat.snr]
#Column	Teff	(I4)	[5000/6499] Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I2)	[1/38] Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	[3.6/4.8] Log surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F5.2)	[0/0.08] Uncertainty in logg	[ucd=stat.error]
#Column	FeH	(F5.2)	[-1/0.5] Log iron abundance relative to hydrogen	[ucd=phys.abund.Fe]
#Column	e_FeH	(F5.2)	[0/0.1] Uncertainty in FeH	[ucd=stat.error]
#Column	a/Fe	(F5.2)	[-0.07/0.33] Log Alpha element to iron abundance ratio	[ucd=phys.abund]
#Column	e_a/Fe	(F5.2)	[0/0.03] Uncertainty in a/Fe	[ucd=stat.error;phys.abund]
#Column	GMag	(F5.2)	[1.9/6.4] Absolute magnitude in Gaia G band	[ucd=phys.magAbs;em.opt]
#Column	e_GMag	(F5.2)	[0/0.8] Standard error of Gmag	[ucd=stat.error;phot.mag]
#Column	LFlame	(F7)	[0.25/11.7] Stellar luminosity with FLAME pipeline	[ucd=phys.luminosity]
#Column	e_LFlame	(F7)	[0.001/1.1] Standard error of LFlame	[ucd=stat.error]
#Column	KIC	(I8)	[1026838/12935035]? Kepler Input Catalog identifier	[ucd=meta.id.cross]
#Column	Prot	(F5.2)	[0.49/63]? Rotation Period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0.02/10.2]? Uncertainty in Prot	[ucd=stat.error]
#Column	Sph	(F7.1)	[0.2/12192]? Amplitude brightness variations	[ucd=src.var.amplitude]
#Column	e_Sph	(F6.1)	[1/1022]? Uncertainty in Sph	[ucd=stat.error]
#Column	S-index	(F6.3)	[0.13/0.4]? Weight average value of S_L_ index	[ucd=spect.index]
#Column	e_S-index	(F6.3)	[0.002/0.03]? Uncertainty in S-index	[ucd=stat.error]
#Column	SNR	(F6.2)	[100/748]? S-index S/N	[ucd=stat.snr]
#Column	logRHK	(F7.4)	[-8.3/-4.1]? Chromospheric activity index, logR_HK_^+^	[ucd=phot.flux;arith.ratio]
#Column	e_logRHK	(F7.4)	[0.0025/0.06]? Uncertainty in logRHK	[ucd=stat.error]
#Column	Mass	(F5.2)	[0.7/1.4] Mass with grid-based modelling	[ucd=phys.mass]
#Column	e_Mass	(F5.2)	[0/0.2] Uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Age	(F5.2)	[0.1/13.8] Age with grid-based modelling	[ucd=time.age]
#Column	e_Age	(F5.2)	[0.01/4.4] Uncertainty in Age	[ucd=stat.error;time.age]
#Column	DR7	(A3)	Display data from LAMOST DR7 LRS (V/156) within 2"	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
Gaia;RAJ2000;DEJ2000;SNR-G;Teff;e_Teff;logg;e_logg;FeH;e_FeH;a/Fe;e_a/Fe;GMag;e_GMag;LFlame;e_LFlame;KIC;Prot;e_Prot;Sph;e_Sph;S-index;e_S-index;SNR;logRHK;e_logRHK;Mass;e_Mass;Age;e_Age;DR7;Simbad
 627164421780771328;148.15601;+18.69048;120.37;6320;12; 4.11; 0.03;-0.33; 0.03; 0.08; 0.02; 3.63; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.190; 0.005;120.43;-4.8066; 0.0115; 1.18; 0.02; 3.36; 0.26;DR7;Simbad
4416812052150774144;235.44626;+00.59253;164.94;6364;10; 4.12; 0.02;-0.34; 0.03; 0.06; 0.01; 3.68; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.201; 0.006;165.47;-4.7209; 0.0119; 1.14; 0.01; 3.21; 0.15;DR7;Simbad
 101238529559893888;034.37879;+24.03596;169.44;5885; 7; 4.27; 0.02; 0.20; 0.02; 0.00; 0.01; 4.03; 0.03;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.154; 0.005;169.41;-5.2530; 0.0130; 1.18; 0.01; 4.51; 0.08;DR7;Simbad
2126086159593838080;291.02838;+43.44813;153.08;6419;10; 4.10; 0.02;-0.29; 0.03; 0.06; 0.01; 3.36; 0.04;  4e+00;  8e-02;        ;     ;     ;       ;      ; 0.194; 0.005;153.16;-4.7771; 0.0115; 1.28; 0.01; 2.70; 0.13;DR7;Simbad
 363625198434376064;015.17386;+36.61105;111.79;5656;12; 4.23; 0.02; 0.18; 0.03; 0.01; 0.01; 4.38; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.168; 0.007;112.39;-5.0406; 0.0183; 1.04; 0.01; 8.12; 0.53;DR7;Simbad
3866039220070649600;164.02015;+08.72684;168.82;6388; 9; 4.14; 0.02;-0.21; 0.02; 0.06; 0.01; 3.16; 0.27;  4e+00;  8e-02;        ;     ;     ;       ;      ; 0.187; 0.005;168.80;-4.8342; 0.0116; 1.32; 0.01; 2.59; 0.09;DR7;Simbad
2805836576095995648;007.83169;+22.67899;134.44;6416;11; 4.06; 0.03;-0.19; 0.03; 0.08; 0.02; 3.21; 0.02;  4e+00;  8e-02;        ;     ;     ;       ;      ; 0.191; 0.005;134.58;-4.7989; 0.0114; 1.32; 0.01; 2.31; 0.16;DR7;Simbad
3846387103286355200;145.50956;+01.04377;149.20;6047; 9; 4.21; 0.02;-0.45; 0.03; 0.08; 0.02; 4.05; 0.06;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.215; 0.005;149.36;-4.6445; 0.0103; 0.98; 0.01; 7.51; 0.27;DR7;Simbad
1369707234390301824;238.04887;+32.12808;156.36;6009; 9; 4.16; 0.02;-0.44; 0.03; 0.08; 0.02; 4.12; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.195; 0.005;156.89;-4.7702; 0.0102; 0.96; 0.01; 8.24; 0.30;DR7;Simbad
3070372407951092736;122.63792;-03.04304;175.07;6475;10; 4.21; 0.02;-0.24; 0.03; 0.05; 0.02; 3.61; 0.19;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.219; 0.004;173.95;-4.6043; 0.0084; 1.18; 0.01; 1.31; 0.34;DR7;Simbad
3825767991795453696;143.20179;-02.78515;113.04;6120;13; 4.29; 0.03;-0.17; 0.03; 0.03; 0.02; 4.29; 0.04;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.195; 0.008;112.92;-4.7676; 0.0176; 1.06; 0.01; 3.43; 0.54;DR7;Simbad
2874391199104059264;001.48176;+33.70682;182.04;6238; 8; 4.15; 0.02; 0.02; 0.02; 0.00; 0.01; 3.35; 0.03;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.193; 0.005;181.95;-4.7796; 0.0102; 1.32; 0.01; 2.83; 0.10;DR7;Simbad
2849366451894078464;005.02763;+25.15669;142.21;5910; 9; 4.24; 0.02;-0.02; 0.02; 0.03; 0.01; 3.97; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.169; 0.005;142.19;-5.0190; 0.0123; 1.10; 0.02; 6.09; 0.49;DR7;Simbad
1507463809283557376;216.66068;+48.59026;256.54;5964; 5; 4.23; 0.01; 0.08; 0.01; 0.01; 0.01; 3.85; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.175; 0.004;256.69;-4.9463; 0.0095; 1.16; 0.01; 4.65; 0.08;DR7;Simbad
4409955875599089664;239.58245;+00.08602;124.87;6169;11; 4.17; 0.03;-0.08; 0.03; 0.02; 0.02; 3.59; 0.02;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.175; 0.005;124.93;-4.9539; 0.0114; 1.14; 0.01; 3.72; 0.30;DR7;Simbad
 774745717184225664;163.02098;+36.78518;125.21;5721;11; 4.14; 0.02;-0.11; 0.03; 0.05; 0.01; 4.40; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.197; 0.005;125.38;-4.7796; 0.0113; 0.96; 0.02; 9.63; 0.75;DR7;Simbad
 363807919228283008;013.31812;+35.04926;157.71;6152; 9; 4.22; 0.02;-0.30; 0.03; 0.07; 0.02; 4.02; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.173; 0.005;158.88;-4.9739; 0.0116; 1.06; 0.01; 4.60; 0.34;DR7;Simbad
1045475407274523520;152.39643;+56.49503;123.64;6024;11; 4.18; 0.03;-0.31; 0.03; 0.07; 0.02; 3.99; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.181; 0.005;123.07;-4.8890; 0.0114; 1.02; 0.01; 7.02; 0.30;DR7;Simbad
 657870521665977344;129.00930;+15.82057;299.24;6229; 5; 4.04; 0.01;-0.35; 0.01; 0.07; 0.01; 3.61; 0.01;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.186; 0.004;299.75;-4.8411; 0.0100; 1.14; 0.01; 4.21; 0.08;DR7;Simbad
1216975379846092160;237.56188;+22.26202;110.16;5758;12; 4.17; 0.03;-0.19; 0.03; 0.04; 0.01; 4.19; 0.19;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.195; 0.006;110.20;-4.7884; 0.0138; 0.92; 0.01;11.14; 0.41;DR7;Simbad
1454146252773406848;211.52420;+30.64782;161.75;5793; 8; 4.22; 0.02; 0.18; 0.02; 0.00; 0.01; 4.04; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.186; 0.005;161.91;-4.8561; 0.0114; 1.14; 0.02; 5.47; 0.38;DR7;Simbad
 886730357998249728;109.45838;+30.67668;140.81;6122;10; 4.21; 0.02;-0.36; 0.03; 0.07; 0.02; 4.20; 0.06;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.190; 0.005;140.63;-4.8067; 0.0123; 1.02; 0.01; 5.30; 0.42;DR7;Simbad
 130036014697447168;040.81393;+31.18181;100.75;5974;13; 4.19; 0.03; 0.04; 0.03; 0.03; 0.01; 3.91; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.180; 0.006;100.39;-4.9013; 0.0152; 1.16; 0.02; 4.54; 0.44;DR7;Simbad
1326008789714864896;248.29054;+34.66894;113.10;5589;12; 4.07; 0.03;-0.13; 0.03; 0.08; 0.01; 4.25; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.159; 0.007;113.14;-5.1652; 0.0182; 0.98; 0.01;10.70; 0.13;DR7;Simbad
3913954871657188608;171.36353;+08.31256;116.86;5633;11; 4.24; 0.02;-0.05; 0.03; 0.11; 0.01; 4.45; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.172; 0.006;117.05;-4.9972; 0.0161; 0.98; 0.01; 9.89; 0.36;DR7;Simbad
2101175933393051008;290.39273;+40.28487;170.73;5906; 8; 4.19; 0.02;-0.03; 0.02;-0.01; 0.01; 3.93; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.157; 0.005;171.38;-5.2113; 0.0134; 1.10; 0.02; 6.18; 0.46;DR7;Simbad
 245850117076870656;060.05658;+47.07753;145.90;6403;10; 4.09; 0.02;-0.23; 0.03; 0.08; 0.01; 3.49; 0.01;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.191; 0.005;145.85;-4.7972; 0.0119; 1.26; 0.01; 2.31; 0.14;DR7;Simbad
  56866810108053248;055.00454;+18.38371;193.00;6366; 8; 4.13; 0.02;-0.12; 0.02; 0.03; 0.01; 3.34; 0.05;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.201; 0.005;193.00;-4.7193; 0.0102; 1.30; 0.01; 2.63; 0.08;DR7;Simbad
2850719224857492480;002.73763;+26.54213;231.30;5731; 5; 4.12; 0.01;-0.42; 0.02; 0.21; 0.01; 4.11; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.169; 0.004;231.10;-5.0255; 0.0095; 0.92; 0.01;11.54; 0.14;DR7;Simbad
  41879474485100544;052.54606;+14.39352;142.53;6397;11; 4.11; 0.02;-0.07; 0.03; 0.03; 0.01; 2.99; 0.04;  4e+00;  9e-02;        ;     ;     ;       ;      ; 0.174; 0.006;140.03;-4.9758; 0.0139; 1.38; 0.01; 2.31; 0.11;DR7;Simbad
 925922557345384576;117.66741;+43.75667;195.60;6304; 7; 4.12; 0.02;-0.12; 0.02; 0.03; 0.01; 3.54; 0.21;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.183; 0.004;195.66;-4.8690; 0.0090; 1.20; 0.01; 3.00; 0.11;DR7;Simbad
  62359184225028352;049.41810;+22.36110;112.41;5769;11; 4.19; 0.02; 0.25; 0.03; 0.01; 0.01; 4.08; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.178; 0.010;112.85;-4.9246; 0.0232; 1.16; 0.02; 5.33; 0.49;DR7;Simbad
 741867540670142976;156.40059;+30.49945;168.88;6189; 8; 4.23; 0.02;-0.21; 0.02; 0.07; 0.01; 4.08; 0.03;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.190; 0.004;168.68;-4.8094; 0.0094; 1.12; 0.02; 2.94; 0.43;DR7;Simbad
3299832723662146176;064.95542;+09.71251;161.09;6122; 8; 4.13; 0.02;-0.36; 0.03; 0.11; 0.02; 4.00; 0.03;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.185; 0.005;160.64;-4.8495; 0.0108; 1.02; 0.01; 6.00; 0.33;DR7;Simbad
2856065256550285568;007.57527;+27.16020;176.34;6328; 9; 4.01; 0.02;-0.30; 0.02; 0.07; 0.01; 3.42; 0.01;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.191; 0.005;176.22;-4.8015; 0.0110; 1.22; 0.01; 3.25; 0.10;DR7;Simbad
1295322111674807296;225.21828;+38.19032;106.39;6099;13; 4.15; 0.03;-0.36; 0.04; 0.03; 0.02; 3.88; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.194; 0.005;106.20;-4.7732; 0.0119; 1.02; 0.01; 6.74; 0.28;DR7;Simbad
 135146166787126272;045.50416;+30.52961;105.86;6349;14; 4.27; 0.03;-0.06; 0.04; 0.04; 0.02; 3.17; 0.03;  4e+00;  9e-02;        ;     ;     ;       ;      ; 0.189; 0.006;105.85;-4.8170; 0.0126; 1.36; 0.02; 2.47; 0.15;DR7;Simbad
 885621607896395008;110.68549;+29.43305;157.74;6415;10; 4.08; 0.02;-0.32; 0.03; 0.09; 0.01; 3.25; 0.02;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.189; 0.006;155.06;-4.8149; 0.0125; 1.28; 0.01; 2.74; 0.12;DR7;Simbad
 742034868300651648;153.57002;+29.48295;102.97;5870;11; 4.11; 0.04;-0.92; 0.04; 0.25; 0.02; 4.28; 0.01;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.206; 0.007;103.81;-4.5917; 0.0145; 0.82; 0.01;13.71; 0.33;DR7;Simbad
 839240256067806720;167.88778;+51.60929;120.53;5542;11; 4.21; 0.02; 0.11; 0.03; 0.05; 0.01; 4.38; 0.03;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.164; 0.006;120.62;-5.1007; 0.0166; 0.98; 0.01;10.88; 0.46;DR7;Simbad
2561931366246095744;023.68690;+05.43343;147.38;5887; 8; 3.88; 0.02;-0.67; 0.03; 0.11; 0.02; 3.69; 0.11;  3e+00;  2e-01;        ;     ;     ;       ;      ; 0.180; 0.007;146.05;-4.8084; 0.0174; 0.86; 0.01;12.12; 0.22;DR7;Simbad
1450855728004600192;209.53408;+27.05260;173.42;6317; 9; 4.08; 0.02;-0.07; 0.02; 0.05; 0.02; 3.26; 0.03;  4e+00;  6e-02;        ;     ;     ;       ;      ; 0.181; 0.004;172.83;-4.8965; 0.0095; 1.32; 0.01; 2.65; 0.13;DR7;Simbad
4413222765163934592;242.90150;+03.88772;159.90;5755; 8; 4.28; 0.02; 0.07; 0.02; 0.05; 0.01; 4.22; 0.04;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.169; 0.006;159.90;-5.0282; 0.0151; 1.08; 0.01; 6.63; 0.24;DR7;Simbad
 662537742368007424;126.41729;+18.90438;104.23;5398;12; 4.50; 0.02; 0.07; 0.03; 0.02; 0.01; 4.38; 0.05;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.159; 0.009;104.23;-5.1812; 0.0228; 0.96; 0.01;13.08; 0.40;DR7;Simbad
2086912759320690816;298.77160;+48.85971;121.65;5957;12; 4.10; 0.03; 0.10; 0.03; 0.01; 0.02; 3.62; 0.02;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.175; 0.008;121.36;-4.9502; 0.0201; 1.24; 0.01; 4.18; 0.13;DR7;Simbad
 936627501336360192;120.21952;+53.13719;151.05;6112; 9; 4.12; 0.02;-0.45; 0.03; 0.10; 0.02; 4.02; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.195; 0.006;150.62;-4.7673; 0.0121; 1.00; 0.01; 6.56; 0.24;DR7;Simbad
 661668063029110784;133.05677;+20.85337;116.34;5496;11; 4.26; 0.02; 0.23; 0.03; 0.03; 0.01; 4.52; 0.03;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.190; 0.006;116.48;-4.8561; 0.0144; 1.00; 0.01;10.63; 0.52;DR7;Simbad
3024974809791348736;091.79491;-02.18488;198.72;6230; 8; 4.14; 0.02;-0.09; 0.02; 0.04; 0.01; 3.60; 0.01;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.208; 0.004;198.09;-4.6775; 0.0089; 1.22; 0.01; 3.21; 0.11;DR7;Simbad
 856419365040540672;170.54099;+57.21688;128.45;5664;10; 4.29; 0.02; 0.06; 0.03; 0.05; 0.01; 4.27; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.168; 0.005;126.95;-5.0440; 0.0123; 1.04; 0.01; 7.93; 0.46;DR7;Simbad
  53611607151661440;061.66299;+23.10747;153.84;6322; 9; 4.16; 0.02;-0.28; 0.03; 0.06; 0.01; 3.48; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.176; 0.005;154.48;-4.9443; 0.0133; 1.22; 0.01; 3.20; 0.15;DR7;Simbad
 753541021262682752;152.47553;+35.52298;146.68;5917; 9; 4.24; 0.02;-0.27; 0.03; 0.05; 0.02; 4.27; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.169; 0.005;146.33;-5.0245; 0.0118; 0.96; 0.01; 8.48; 0.41;DR7;Simbad
 898971465764477312;112.31535;+37.87394;122.69;5566;11; 4.25; 0.02;-0.12; 0.03; 0.12; 0.01; 4.58; 0.02;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.185; 0.006;123.04;-4.8876; 0.0138; 0.90; 0.01;13.48; 0.24;DR7;Simbad
3362921051597203584;110.44470;+20.03582;131.10;6063;11; 4.21; 0.03;-0.50; 0.03; 0.12; 0.02; 4.16; 0.06;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.168; 0.007;131.58;-5.0334; 0.0167; 0.96; 0.02; 7.40; 0.54;DR7;Simbad
 732757360983953408;166.32941;+29.93497;116.44;5509;11; 4.38; 0.02;-0.20; 0.03; 0.05; 0.01; 4.39; 0.02;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.248; 0.006;115.69;-4.5644; 0.0096; 0.92; 0.01;13.37; 0.24;DR7;Simbad
 189104729983300224;078.11363;+41.04587;122.19;6453;13; 4.21; 0.03;-0.19; 0.04; 0.09; 0.02; 3.60; 0.12;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.226; 0.005;122.42;-4.5668; 0.0087; 1.22; 0.01; 1.30; 0.13;DR7;Simbad
2105168363189260032;282.64111;+43.15011;200.73;5903; 6; 4.17; 0.01; 0.04; 0.02; 0.00; 0.01; 3.91; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.177; 0.003;200.77;-4.9290; 0.0082; 1.12; 0.01; 5.45; 0.16;DR7;Simbad
3870744137700357248;160.52021;+11.26348;129.58;5810;10; 4.25; 0.02;-0.03; 0.03; 0.06; 0.01; 4.18; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.190; 0.007;129.49;-4.8220; 0.0155; 1.06; 0.02; 6.93; 0.57;DR7;Simbad
 802771310802614400;150.35533;+37.29757;107.20;5359;12; 4.35; 0.02; 0.07; 0.03; 0.03; 0.01; 4.47; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.180; 0.006;106.79;-4.9612; 0.0141; 0.96; 0.01;13.25; 0.56;DR7;Simbad
1018917876432575872;144.03795;+52.39196;131.68;5738;11; 4.27; 0.02; 0.03; 0.03; 0.05; 0.01; 4.29; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.176; 0.008;132.01;-4.9490; 0.0186; 1.02; 0.01; 7.94; 0.29;DR7;Simbad
3919651303961640192;177.89779;+12.20497;188.21;6279; 8; 4.19; 0.02;-0.06; 0.02; 0.03; 0.01; 3.57; 0.20;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.175; 0.005;188.21;-4.9530; 0.0113; 1.22; 0.02; 2.60; 0.21;DR7;Simbad
3814225185583258496;171.90997;+06.07891;126.53;6166;12; 4.18; 0.03;-0.33; 0.03; 0.07; 0.02; 3.85; 0.03;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.191; 0.007;126.53;-4.8019; 0.0151; 1.08; 0.02; 5.00; 0.44;DR7;Simbad
3670449815319879680;211.18579;+02.75685;159.26;6194; 9; 4.25; 0.02;-0.21; 0.02; 0.05; 0.01; 3.88; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.174; 0.006;159.31;-4.9679; 0.0140; 1.10; 0.01; 4.26; 0.18;DR7;Simbad
3067612328823160704;121.98075;-05.30380;113.93;6178;12; 4.22; 0.03; 0.19; 0.03; 0.03; 0.02; 3.50; 0.05;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.194; 0.005;114.09;-4.7725; 0.0114; 1.36; 0.02; 2.54; 0.14;DR7;Simbad
3266526729749539200;045.90563;-00.38124;136.36;6021;10; 4.35; 0.02;-0.20; 0.03; 0.05; 0.01; 4.40; 0.03;  1e+00;  4e-02;        ;     ;     ;       ;      ; 0.173; 0.006;136.36;-4.9737; 0.0138; 1.04; 0.01; 2.65; 0.65;DR7;Simbad
4485044548321312256;275.34793;+12.28261;225.82;6394; 7; 4.15; 0.02;-0.14; 0.02; 0.04; 0.01; 3.48; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.195; 0.004;226.25;-4.7670; 0.0098; 1.24; 0.01; 2.57; 0.12;DR7;Simbad
2086504874866955392;297.82050;+47.82701;120.02;6390;14; 4.23; 0.03;-0.06; 0.03; 0.00; 0.02; 3.67; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.183; 0.006;120.02;-4.8750; 0.0144; 1.24; 0.01; 1.74; 0.24;DR7;Simbad
1408548135476503936;252.45946;+47.33602;158.50;6132; 9; 4.17; 0.02;-0.16; 0.02; 0.04; 0.01; 3.79; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.183; 0.004;165.87;-4.8666; 0.0102; 1.12; 0.02; 4.57; 0.32;DR7;Simbad
 692764450887085056;133.06034;+27.22635;143.46;5883; 8; 4.03; 0.03;-0.85; 0.03; 0.23; 0.02; 3.70; 0.20;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.180; 0.005;142.94;-4.8046; 0.0131; 0.86; 0.01;12.27; 0.30;DR7;Simbad
1156413759695098752;226.59414;+04.37672;125.76;5896;11; 4.24; 0.02; 0.19; 0.03; 0.02; 0.01; 3.86; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.162; 0.007;125.71;-5.1113; 0.0176; 1.20; 0.01; 4.39; 0.16;DR7;Simbad
1391801469577327616;228.94934;+40.15926;108.65;6069;12; 4.09; 0.03;-0.64; 0.04; 0.16; 0.02; 3.99; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.191; 0.005;108.81;-4.7050; 0.0121; 0.96; 0.02; 8.07; 0.52;DR7;Simbad
2080485319281631744;295.10461;+46.83112;121.80;6200;12; 4.19; 0.03;-0.16; 0.03; 0.03; 0.02; 3.62; 0.21;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.187; 0.005;121.82;-4.8356; 0.0116; 1.12; 0.01; 3.89; 0.22;DR7;Simbad
1173721966797505152;222.10574;+09.19948;131.24;5607;10; 4.21; 0.02; 0.03; 0.02; 0.03; 0.01; 4.46; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.185; 0.005;131.13;-4.8844; 0.0116; 0.96; 0.01;10.76; 0.32;DR7;Simbad
2128242611132484736;292.87229;+46.09889;175.02;6096; 8; 4.32; 0.02; 0.03; 0.02; 0.00; 0.01; 4.00; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.168; 0.005;175.07;-5.0428; 0.0117; 1.16; 0.02; 2.77; 0.41;DR7;Simbad
